# https://dcc.ligo.org/LIGO-T1500293-v11/public
5   1.7021e-20
5.0127  1.6583e-20
5.0254  1.6159e-20
5.0382  1.575e-20
5.0509  1.5354e-20
5.0638  1.4973e-20
5.0766  1.4605e-20
5.0895  1.4251e-20
5.1024  1.391e-20
5.1154  1.3583e-20
5.1283  1.3269e-20
5.1414  1.297e-20
5.1544  1.2684e-20
5.1675  1.2413e-20
5.1806  1.2157e-20
5.1937  1.1917e-20
5.2069  1.1694e-20
5.2201  1.1489e-20
5.2334  1.1304e-20
5.2467  1.114e-20
5.26    1.1e-20
5.2733  1.0889e-20
5.2867  1.081e-20
5.3001  1.077e-20
5.3136  1.0777e-20
5.3271  1.0842e-20
5.3406  1.0981e-20
5.3541  1.1217e-20
5.3677  1.1583e-20
5.3813  1.2129e-20
5.395   1.2938e-20
5.4087  1.4145e-20
5.4224  1.6002e-20
5.4362  1.9023e-20
5.45    2.4455e-20
5.4638  3.6307e-20
5.4777  7.8525e-20
5.4916  3.1153e-19
5.5055  5.0332e-20
5.5195  2.7163e-20
5.5335  1.864e-20
5.5475  1.4277e-20
5.5616  1.1657e-20
5.5757  9.9266e-21
5.5899  8.7052e-21
5.604   7.8002e-21
5.6183  7.103e-21
5.6325  6.5488e-21
5.6468  6.0964e-21
5.6612  5.7184e-21
5.6755  5.3965e-21
5.6899  5.1177e-21
5.7044  4.8725e-21
5.7188  4.6541e-21
5.7333  4.4575e-21
5.7479  4.2787e-21
5.7625  4.1148e-21
5.7771  3.9634e-21
5.7918  3.8226e-21
5.8065  3.6912e-21
5.8212  3.5677e-21
5.836   3.4513e-21
5.8508  3.3412e-21
5.8656  3.2367e-21
5.8805  3.1372e-21
5.8954  3.0423e-21
5.9104  2.9515e-21
5.9254  2.8647e-21
5.9404  2.7813e-21
5.9555  2.7012e-21
5.9706  2.6242e-21
5.9858  2.55e-21
6.001   2.4785e-21
6.0162  2.4096e-21
6.0315  2.343e-21
6.0468  2.2786e-21
6.0621  2.2164e-21
6.0775  2.1562e-21
6.0929  2.0979e-21
6.1084  2.0415e-21
6.1239  1.9868e-21
6.1394  1.9338e-21
6.155   1.8825e-21
6.1706  1.8327e-21
6.1863  1.7843e-21
6.202   1.7374e-21
6.2177  1.6919e-21
6.2335  1.6477e-21
6.2493  1.6048e-21
6.2652  1.5631e-21
6.2811  1.5226e-21
6.297   1.4832e-21
6.313   1.445e-21
6.329   1.4078e-21
6.3451  1.3717e-21
6.3612  1.3366e-21
6.3773  1.3024e-21
6.3935  1.2692e-21
6.4097  1.2369e-21
6.426   1.2055e-21
6.4423  1.175e-21
6.4586  1.1453e-21
6.475   1.1163e-21
6.4915  1.0882e-21
6.5079  1.0608e-21
6.5245  1.0342e-21
6.541   1.0083e-21
6.5576  9.8304e-22
6.5743  9.5848e-22
6.5909  9.3458e-22
6.6077  9.1131e-22
6.6244  8.8866e-22
6.6412  8.6661e-22
6.6581  8.4514e-22
6.675   8.2423e-22
6.6919  8.0388e-22
6.7089  7.8406e-22
6.7259  7.6476e-22
6.743   7.4596e-22
6.7601  7.2766e-22
6.7773  7.0984e-22
6.7945  6.9247e-22
6.8117  6.7556e-22
6.829   6.5909e-22
6.8463  6.4305e-22
6.8637  6.2742e-22
6.8811  6.122e-22
6.8986  5.9737e-22
6.9161  5.8292e-22
6.9336  5.6885e-22
6.9512  5.5514e-22
6.9689  5.4178e-22
6.9866  5.2876e-22
7.0043  5.1608e-22
7.0221  5.0372e-22
7.0399  4.9168e-22
7.0578  4.7994e-22
7.0757  4.6851e-22
7.0936  4.5736e-22
7.1116  4.4651e-22
7.1297  4.3592e-22
7.1478  4.2561e-22
7.1659  4.1556e-22
7.1841  4.0576e-22
7.2023  3.9621e-22
7.2206  3.869e-22
7.2389  3.7783e-22
7.2573  3.6899e-22
7.2757  3.6037e-22
7.2942  3.5197e-22
7.3127  3.4378e-22
7.3312  3.358e-22
7.3498  3.2802e-22
7.3685  3.2043e-22
7.3872  3.1303e-22
7.4059  3.0582e-22
7.4247  2.9879e-22
7.4436  2.9194e-22
7.4625  2.8526e-22
7.4814  2.7874e-22
7.5004  2.7239e-22
7.5194  2.662e-22
7.5385  2.6016e-22
7.5576  2.5427e-22
7.5768  2.4852e-22
7.596   2.4293e-22
7.6153  2.3747e-22
7.6346  2.3214e-22
7.654   2.2695e-22
7.6734  2.2188e-22
7.6929  2.1695e-22
7.7124  2.1213e-22
7.732   2.0743e-22
7.7516  2.0285e-22
7.7713  1.9839e-22
7.791   1.9403e-22
7.8108  1.8978e-22
7.8306  1.8563e-22
7.8505  1.8159e-22
7.8704  1.7765e-22
7.8904  1.738e-22
7.9104  1.7005e-22
7.9305  1.6639e-22
7.9506  1.6282e-22
7.9708  1.5933e-22
7.991   1.5594e-22
8.0113  1.5262e-22
8.0316  1.4939e-22
8.052   1.4623e-22
8.0724  1.4316e-22
8.0929  1.4015e-22
8.1135  1.3722e-22
8.134   1.3437e-22
8.1547  1.3158e-22
8.1754  1.2886e-22
8.1961  1.262e-22
8.2169  1.2361e-22
8.2378  1.2108e-22
8.2587  1.1862e-22
8.2796  1.1621e-22
8.3006  1.1386e-22
8.3217  1.1157e-22
8.3428  1.0933e-22
8.364   1.0715e-22
8.3852  1.0502e-22
8.4065  1.0294e-22
8.4278  1.0091e-22
8.4492  9.8928e-23
8.4707  9.6995e-23
8.4922  9.5108e-23
8.5137  9.3265e-23
8.5353  9.1467e-23
8.557   8.9712e-23
8.5787  8.7998e-23
8.6005  8.6325e-23
8.6223  8.4692e-23
8.6442  8.3098e-23
8.6661  8.1541e-23
8.6881  8.0021e-23
8.7101  7.8537e-23
8.7323  7.7087e-23
8.7544  7.5672e-23
8.7766  7.429e-23
8.7989  7.2941e-23
8.8212  7.1623e-23
8.8436  7.0336e-23
8.8661  6.9079e-23
8.8886  6.7851e-23
8.9111  6.6651e-23
8.9337  6.548e-23
8.9564  6.4335e-23
8.9791  6.3217e-23
9.0019  6.2125e-23
9.0248  6.1058e-23
9.0477  6.0015e-23
9.0706  5.8996e-23
9.0936  5.8001e-23
9.1167  5.7028e-23
9.1398  5.6077e-23
9.163   5.5147e-23
9.1863  5.4239e-23
9.2096  5.3351e-23
9.233   5.2483e-23
9.2564  5.1635e-23
9.2799  5.0805e-23
9.3034  4.9994e-23
9.3271  4.9201e-23
9.3507  4.8426e-23
9.3745  4.7667e-23
9.3982  4.6926e-23
9.4221  4.62e-23
9.446   4.549e-23
9.47    4.4796e-23
9.494   4.4117e-23
9.5181  4.3453e-23
9.5423  4.2803e-23
9.5665  4.2167e-23
9.5907  4.1544e-23
9.6151  4.0935e-23
9.6395  4.0338e-23
9.6639  3.9754e-23
9.6885  3.9183e-23
9.7131  3.8623e-23
9.7377  3.8075e-23
9.7624  3.7539e-23
9.7872  3.7013e-23
9.812   3.6498e-23
9.8369  3.5994e-23
9.8619  3.55e-23
9.8869  3.5017e-23
9.912   3.4542e-23
9.9372  3.4078e-23
9.9624  3.3623e-23
9.9877  3.3176e-23
10.013  3.2739e-23
10.038  3.231e-23
10.064  3.189e-23
10.089  3.1479e-23
10.115  3.1075e-23
10.141  3.068e-23
10.166  3.0292e-23
10.192  2.9912e-23
10.218  2.9539e-23
10.244  2.9173e-23
10.27   2.8814e-23
10.296  2.8462e-23
10.322  2.8116e-23
10.348  2.7777e-23
10.375  2.7445e-23
10.401  2.7118e-23
10.427  2.6797e-23
10.454  2.6482e-23
10.48   2.6173e-23
10.507  2.5869e-23
10.534  2.557e-23
10.56   2.5277e-23
10.587  2.4989e-23
10.614  2.4706e-23
10.641  2.4428e-23
10.668  2.4154e-23
10.695  2.3885e-23
10.722  2.3621e-23
10.749  2.336e-23
10.777  2.3105e-23
10.804  2.2853e-23
10.831  2.2606e-23
10.859  2.2362e-23
10.886  2.2123e-23
10.914  2.1887e-23
10.942  2.1655e-23
